language,file,key,issue_type,text,notes
da,kata/peichurin.json,relationships.title,same-as-english,Relationship to Other Kata/Systems,Review whether this should be translated or intentionally kept as-is.
da,kata/peichurin.json,relationships.content,same-as-english,"Suparinpei is the ultimate kata in Goju-ryu and has parallels in other Okinawan systems (the Eagle Claw Yī Bǎi Líng Bā Qín Ná, 108 grips of General Yue Fei, or the Shaolin ""Fu Zhen"" kata). Funakoshi's Hangetsu kata for Shotokan is actually a highly streamlined version of (part of) Suparinpei/Seisan. In Kyokushin, some schools also teach a form with 108 movements, which underscores the historical kinship. Essentially, Suparinpei connects Goju-Ryu back to traditional Chinese Kung Fu systems through the number 108 and the integral combination of techniques.",Review whether this should be translated or intentionally kept as-is.
da,kata/peichurin.json,modernPractice.title,same-as-english,Use in Modern Practice,Review whether this should be translated or intentionally kept as-is.
da,kata/peichurin.json,modernPractice.content,same-as-english,"In Goju dojos, Suparinpei is reserved for the highest grades. It is rarely done in competition (too long and too specific), but practiced for theory and conditioning. In contemporary lessons, Suparinpei serves as a test case for comprehension: students often analyze the bunkai to extract all possible attacks/defenses. In self-defense context, it is mainly a demonstration of the 'round' final attack (often with two short diagonal kicks and closing open hand). It is not a form that one practices casually; whoever masters Suparinpei completes the karate program.",Review whether this should be translated or intentionally kept as-is.
da,kata/peichurin.json,nameAndMeaning.title,same-as-english,Name and Meaning,Review whether this should be translated or intentionally kept as-is.
da,kata/peichurin.json,nameAndMeaning.content,same-as-english,"Suparinpei (壱百零八手) means ""108 hands/techniques"". The Japanese name is built from 壱 (100), 百 (100), 零 (0), 八 (8) and 手 (hand) – which together indicates 108. In Chinese, the kata had a different name (""Pechurin"" or similar) which may indicate a homonym. 108 is a sacred Buddhist number (think of the 108 powers of Yue Fei's Eagle Claw). Sometimes Suparinpei is translated as ""108 steps"", but actually it's about the number 108 in the kata.",Review whether this should be translated or intentionally kept as-is.
da,kata/peichurin.json,history,same-as-english,"Suparinpei is very old in origin. According to tradition, Higaonna's student Chōjun Miyagi inherited it from Ryu Ryu Ko's system as ""Pechurin"" (a romanization for 108) and later modernized it to Suparinpei. According to some stories, the name refers to Yue Fei's 108 gripping techniques (108 Seizing & Grabbing). The kata is comparable to traditional Chinese forms of Shaolin, Tiger or Crane. Within the goju community, it is assumed that Miyagi learned the kata from Higaonna or during self-study in China. In fact, the kata has had no namesake found in Okinawa; it is simply the most comprehensive form from the Goju arsenal.",Review whether this should be translated or intentionally kept as-is.
da,kata/peichurin.json,culturalSignificance,same-as-english,"In Goju dojos, Suparinpei is reserved for the highest grades. It is rarely done in competition (too long and too specific), but practiced for theory and conditioning. In contemporary lessons, Suparinpei serves as a test case for comprehension: students often analyze the bunkai to extract all possible attacks/defenses. In self-defense context, it is mainly a demonstration of the 'round' final attack (often with two short diagonal kicks and closing open hand). It is not a form that one practices casually; whoever masters Suparinpei completes the karate program.",Review whether this should be translated or intentionally kept as-is.
es,kata/peichurin.json,nameAndMeaning.content,same-as-english,"Suparinpei (壱百零八手) means ""108 hands/techniques"". The Japanese name is built from 壱 (100), 百 (100), 零 (0), 八 (8) and 手 (hand) – which together indicates 108. In Chinese, the kata had a different name (""Pechurin"" or similar) which may indicate a homonym. 108 is a sacred Buddhist number (think of the 108 powers of Yue Fei's Eagle Claw). Sometimes Suparinpei is translated as ""108 steps"", but actually it's about the number 108 in the kata.",Review whether this should be translated or intentionally kept as-is.
it,kata/peichurin.json,transmission.title,same-as-english,Transmission to Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
it,kata/peichurin.json,controversy.title,same-as-english,Controversy/Variations within Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
it,kata/peichurin.json,modernPractice.title,same-as-english,Use in Modern Practice,Review whether this should be translated or intentionally kept as-is.
it,kata/peichurin.json,nameAndMeaning.title,same-as-english,Name and Meaning,Review whether this should be translated or intentionally kept as-is.
it,kata/peichurin.json,nameAndMeaning.content,same-as-english,"Suparinpei (壱百零八手) means ""108 hands/techniques"". The Japanese name is built from 壱 (100), 百 (100), 零 (0), 八 (8) and 手 (hand) – which together indicates 108. In Chinese, the kata had a different name (""Pechurin"" or similar) which may indicate a homonym. 108 is a sacred Buddhist number (think of the 108 powers of Yue Fei's Eagle Claw). Sometimes Suparinpei is translated as ""108 steps"", but actually it's about the number 108 in the kata.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,origin.content,same-as-english,"Suparinpei is very old in origin. According to tradition, Higaonna's student Chōjun Miyagi inherited it from Ryu Ryu Ko's system as ""Pechurin"" (a romanization for 108) and later modernized it to Suparinpei. According to some stories, the name refers to Yue Fei's 108 gripping techniques (108 Seizing & Grabbing). The kata is comparable to traditional Chinese forms of Shaolin, Tiger or Crane. Within the goju community, it is assumed that Miyagi learned the kata from Higaonna or during self-study in China. In fact, the kata has had no namesake found in Okinawa; it is simply the most comprehensive form from the Goju arsenal.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,transmission.title,same-as-english,Transmission to Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,transmission.content,same-as-english,"The transmission goes via the Higaonna→Miyagi line. Chōjun Miyagi undoubtedly preserved Suparinpei as the last kata in the system. In To'on-Ryū (Kyoda) and Shito-Ryū, versions of this kata also appear, which indicates that Higaonna may have shared it with his students. In the Goju tradition, Suparinpei remained limited to the highest grades (black belt).",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,historicalDevelopment.content,same-as-english,"Suparinpei has never been shortened over the years; it remains the longest Goju kata (typically 108+ movements). There are some interpretation differences (direction of turns, breathing rhythms) but generally the kata has been consistently preserved from Miyagi's generation. It formerly had the Okinawan name ""Pechurin"" and is still called that in some circles. Mas Oyama called it ""Hangetsu"" in Kyokushin (like in Shotokan) – same as Seisan – but that is a name change for a Shorin version. Within Goju it remains Suparinpei.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,technicalFeatures.title,same-as-english,Technical and Philosophical Characteristics,Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,technicalFeatures.content,same-as-english,"Suparinpei contains literally everything that Goju-Ryu has: hard and soft strikes, various kicks (including double lateral/horizontal) and extensive lock and throw techniques. The kata arranges movements from all previous kata (hence the number 108). Bunkai is legion: from openings for punches to complex throws. The kata strengthens the entire body and endurance and serves as the pinnacle of the Goju principle (especially jin, the mirroring of attack with energy). Breathing and tension vary: as in Tensho and Sanchin, both hard and soft breathing occur. A well-known philosophy is that whoever masters Suparinpei has learned the essence of Karate (hence the association with ""nirvana"" in ancient traditions).",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,controversy.title,same-as-english,Controversy/Variations within Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,controversy.content,same-as-english,"There is no real controversy; Suparinpei is so complex that everyone mainly struggles with their own version. Sometimes there are small differences between Okinawa and Japan (how strictly the hachiji dachi is used, for example). The main ""variation"" lies in interpretation (where each other's line sometimes recognizes unusual grips). There are indications that Kyoda's Tōon-ryū also knows it under the name ""Kururunfa"" for the last part, but that is speculative.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,relationships.title,same-as-english,Relationship to Other Kata/Systems,Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,relationships.content,same-as-english,"Suparinpei is the ultimate kata in Goju-ryu and has parallels in other Okinawan systems (the Eagle Claw Yī Bǎi Líng Bā Qín Ná, 108 grips of General Yue Fei, or the Shaolin ""Fu Zhen"" kata). Funakoshi's Hangetsu kata for Shotokan is actually a highly streamlined version of (part of) Suparinpei/Seisan. In Kyokushin, some schools also teach a form with 108 movements, which underscores the historical kinship. Essentially, Suparinpei connects Goju-Ryu back to traditional Chinese Kung Fu systems through the number 108 and the integral combination of techniques.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,modernPractice.title,same-as-english,Use in Modern Practice,Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,modernPractice.content,same-as-english,"In Goju dojos, Suparinpei is reserved for the highest grades. It is rarely done in competition (too long and too specific), but practiced for theory and conditioning. In contemporary lessons, Suparinpei serves as a test case for comprehension: students often analyze the bunkai to extract all possible attacks/defenses. In self-defense context, it is mainly a demonstration of the 'round' final attack (often with two short diagonal kicks and closing open hand). It is not a form that one practices casually; whoever masters Suparinpei completes the karate program.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,nameAndMeaning.title,same-as-english,Name and Meaning,Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,nameAndMeaning.content,same-as-english,"Suparinpei (壱百零八手) means ""108 hands/techniques"". The Japanese name is built from 壱 (100), 百 (100), 零 (0), 八 (8) and 手 (hand) – which together indicates 108. In Chinese, the kata had a different name (""Pechurin"" or similar) which may indicate a homonym. 108 is a sacred Buddhist number (think of the 108 powers of Yue Fei's Eagle Claw). Sometimes Suparinpei is translated as ""108 steps"", but actually it's about the number 108 in the kata.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,history,same-as-english,"Suparinpei is very old in origin. According to tradition, Higaonna's student Chōjun Miyagi inherited it from Ryu Ryu Ko's system as ""Pechurin"" (a romanization for 108) and later modernized it to Suparinpei. According to some stories, the name refers to Yue Fei's 108 gripping techniques (108 Seizing & Grabbing). The kata is comparable to traditional Chinese forms of Shaolin, Tiger or Crane. Within the goju community, it is assumed that Miyagi learned the kata from Higaonna or during self-study in China. In fact, the kata has had no namesake found in Okinawa; it is simply the most comprehensive form from the Goju arsenal.",Review whether this should be translated or intentionally kept as-is.
pt,kata/peichurin.json,culturalSignificance,same-as-english,"In Goju dojos, Suparinpei is reserved for the highest grades. It is rarely done in competition (too long and too specific), but practiced for theory and conditioning. In contemporary lessons, Suparinpei serves as a test case for comprehension: students often analyze the bunkai to extract all possible attacks/defenses. In self-defense context, it is mainly a demonstration of the 'round' final attack (often with two short diagonal kicks and closing open hand). It is not a form that one practices casually; whoever masters Suparinpei completes the karate program.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,description,same-as-english,"The foundation of Goju-Ryu, a kata that unites body, mind and technique.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,origin.content,same-as-english,"Sanchin has clear roots in Southern China (Fujian). It is one of the few kata that occurs in both Okinawan Uechi-, Goju-, and Pangainoon/Kombatie styles. Originally it was called sānzhàn in Mandarin. In Okinawa, Kanryō Higaonna learned it from his Chinese master and passed it on to Miyagi. In Shuri, Sokon Matsumura also learned it in China and passed it on in Okinawa. Thus Sanchin appears in all major lines. Goju-ryu knows two variants: Miyagi's closed-fist sanchin dai ichi and Higaonna's original open-hand sanchin dai ni (later also made closed by Juhatsu Kyoda). The kata belongs to the oldest karate forms and is believed to have existed before 1800.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,transmission.title,same-as-english,Transmission to Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,transmission.content,same-as-english,"Sanchin is the first kata that Miyagi Sensei taught (except for basic exercises). Higaonna introduced the Naha-style Sanchin (with open hands) in Miyagi's training. Miyagi made his own variant with closed fists (for practical reasons). So there have been two Sanchin within Goju from the beginning. These are preserved to this day; the 'Miyagi-' and 'Higashionna-Sanchin' are both sometimes still corrected in breathing and fist work. Other styles (Isshin, Shito, Kyokushin, Wado) have also adopted Sanchin, which shows the central role of this kata.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,historicalDevelopment.content,same-as-english,"The core of Sanchin is unchanged: heavy physical training in sanchin-dachi, with intense ibuki breathing and isometric tension. The only important historical differences are (1) closed vs open fists (like between Yamazato vs Kyoda) and (2) light stylistic accents per Dojo. Funakoshi renamed the Shuri line Sanchin to Hangetsu (半月) for Shotokan, which is essentially an electrified version. Within Goju, however, Sanchin is identical to how Higaonna knew it. Traditionally, Sanchin is considered heishugata (hanging breath), which makes a deep difference with Tensho.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,technicalFeatures.title,same-as-english,Technical and Philosophical Characteristics,Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,technicalFeatures.content,same-as-english,"Sanchin is the foundation of Goju. It is performed in sanchin-dachi (triangle stance). The kata consists of very tight, repetitive movements: high defenses and strikes and gradual shifts of posture. Important is the ibuki breathing: exhaling more forcefully during each tension. The goal is to strengthen the body (muscle and bone strengthening) and the mind (perseverance). Philosophically, Sanchin revolves around internal power and concentration: it emphasizes ki development and the transition from natural to conscious breathing technique. The motto ""Karate ni sente nashi"" is sometimes shown in Sanchin through blocks instead of initiate. Sanchin contains hardly any open hands (exception Higaonna's version) and no kicks; it is purely upper-body and stance.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,controversy.title,same-as-english,Controversy/Variations within Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,controversy.content,same-as-english,"The main discussion concerns mainly the implementation of breathing and the fist: some Goju schools teach two Sanchin (open and closed), others only one. There are also disagreements about tempo (slow vs slightly faster). Yet all Goju-Ryu's see Sanchin as the foundation. The term ""three battles"" has also been quite open to interpretation in Goju (sometimes seen as connection of body/breath/mind). Outside Goju, Sanchin sometimes got a different name (Hangetsu, Sanseiru in Uechi), but within Goju it has remained stable.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,relationships.title,same-as-english,Relationship to Other Kata/Systems,Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,relationships.content,same-as-english,"Sanchin is the model for other kata within Goju. It shares much with Tensho (the ""Yin"" counterpart). Uechi-Ryū also uses Sanchin (with open hands), and Isshin-ryū has two almost identical Sanchin (reflection of both Goju versions). In a broader sense, Sanchin connects Goju with Chinese styles such as White Crane and Pangainoon, because it uses exactly the same stance and beat as ""San Zhan"" in those systems. Whoever masters Sanchin has learned a universal principle that appears everywhere in traditional martial arts.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,modernPractice.title,same-as-english,Use in Modern Practice,Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,modernPractice.content,same-as-english,"Sanchin is still practiced daily in most Goju-ryu dojos, often as a warm-up or as a separate strength exercise. It is the standard form for beginning brown belts. Sanchin shows hardly any competition functions (unless special Kihon-tai-ko contests), but it forms the backbone of traditional Goju training. In competitions, the principles of Sanchin (stability, breathing technique) do form the basis for interpretations in other kata. Furthermore, Sanchin is used in health aspects (trembling or exercises) because of the well-known body saying ""A Sanchin per day…"".",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,nameAndMeaning.title,same-as-english,Name and Meaning,Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,nameAndMeaning.content,same-as-english,"Sanchin (三戦) means ""three battles"" or ""three struggles"". Literally it is Japanese/Chinese for three (三, san) and battle/war (戦, chin). Traditionally this is interpreted as the struggle to unite shin-ki-tai (mind, technique, body). Other interpretations are ""three parties"" (technique, breath, posture). In essence, the name stands for the three aspects of strength training that Sanchin brings together.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,history,same-as-english,"Sanchin has clear roots in Southern China (Fujian). It is one of the few kata that occurs in both Okinawan Uechi-, Goju-, and Pangainoon/Kombatie styles. Originally it was called sānzhàn in Mandarin. In Okinawa, Kanryō Higaonna learned it from his Chinese master and passed it on to Miyagi. In Shuri, Sokon Matsumura also learned it in China and passed it on in Okinawa. Thus Sanchin appears in all major lines. Goju-ryu knows two variants: Miyagi's closed-fist sanchin dai ichi and Higaonna's original open-hand sanchin dai ni (later also made closed by Juhatsu Kyoda). The kata belongs to the oldest karate forms and is believed to have existed before 1800.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanchin.json,culturalSignificance,same-as-english,"Sanchin is still practiced daily in most Goju-ryu dojos, often as a warm-up or as a separate strength exercise. It is the standard form for beginning brown belts. Sanchin shows hardly any competition functions (unless special Kihon-tai-ko contests), but it forms the backbone of traditional Goju training. In competitions, the principles of Sanchin (stability, breathing technique) do form the basis for interpretations in other kata. Furthermore, Sanchin is used in health aspects (trembling or exercises) because of the well-known body saying ""A Sanchin per day…"".",Review whether this should be translated or intentionally kept as-is.
es,kata/sanchin.json,nameAndMeaning.content,same-as-english,"Sanchin (三戦) means ""three battles"" or ""three struggles"". Literally it is Japanese/Chinese for three (三, san) and battle/war (戦, chin). Traditionally this is interpreted as the struggle to unite shin-ki-tai (mind, technique, body). Other interpretations are ""three parties"" (technique, breath, posture). In essence, the name stands for the three aspects of strength training that Sanchin brings together.",Review whether this should be translated or intentionally kept as-is.
it,kata/sanchin.json,transmission.title,same-as-english,Transmission to Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
it,kata/sanchin.json,controversy.title,same-as-english,Controversy/Variations within Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
it,kata/sanchin.json,modernPractice.title,same-as-english,Use in Modern Practice,Review whether this should be translated or intentionally kept as-is.
it,kata/sanchin.json,nameAndMeaning.title,same-as-english,Name and Meaning,Review whether this should be translated or intentionally kept as-is.
it,kata/sanchin.json,nameAndMeaning.content,same-as-english,"Sanchin (三戦) means ""three battles"" or ""three struggles"". Literally it is Japanese/Chinese for three (三, san) and battle/war (戦, chin). Traditionally this is interpreted as the struggle to unite shin-ki-tai (mind, technique, body). Other interpretations are ""three parties"" (technique, breath, posture). In essence, the name stands for the three aspects of strength training that Sanchin brings together.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,transmission.title,same-as-english,Transmission to Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,transmission.content,same-as-english,"Sanseru has been a fixed part of the Goju-ryu tradition from the beginning and was passed on by Miyagi Sensei to his students. Since To'on-ryu and Uechi-ryu also know it, it was presumably spread through Higaonna (and his circle). There are no major new ""additions""; the kata has been unchanged in Goju from ancient times.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,historicalDevelopment.title,same-as-english,Historical development,Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,historicalDevelopment.content,same-as-english,"Sanseru has the most variations of all Goju kata. The To'on-ryu version starts differently (no vertical kicks) and has different ending movements. The version of Seiko Higa also differs in details from the usual one. Modern Goju practice often follows the version of Morio Higaonna/IOGKF. An example of differences is the ending: Higaonna/Goju-kai end with two consecutive mae-geri, while Miyagi's line (Miyazato/Goju Kai) shows two tobi mae-geri. The kata is thus historically diverse in performance style.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,technicalFeatures.title,same-as-english,Technical and philosophical characteristics,Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,technicalFeatures.content,same-as-english,"Sanseru is a relatively linear, straightforward kata. It uses mainly hip-twisting forward punches, powerful elbow and knee attacks, and throw/legbreak techniques. Typical elements are short close-range punch combinations and powerful bounce and kick techniques that drive the opponent to the ground. Joints, balance breaking and grips also play a role – the kata contains violent lock-like finishes and breakfalls. Philosophically it emphasizes dominance and ground techniques. The kata can be seen as a ""dragon kata"" (as sometimes described) in which coordinated nose-and-a-heavier attack takes place. There is no special deep breathing, rather short, explosive power.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,controversy.title,same-as-english,Controversy/variations within Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,controversy.content,same-as-english,"As mentioned, the variation is great. There is no controversy in the sense of disagreement; the fact itself is rather remarkable. Every Goju association has its own ""acceptable"" Sanseru. For example, in Japanese Goju-ken there are two mae-geri variants. Furthermore, Sanseru has a less dramatic finale than other kata (no formidable stance), but that is not controversial.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,relationships.title,same-as-english,Relationship to other kata/systems,Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,relationships.content,same-as-english,"Sanseru is a genuine Naha-te kata and is related to kata such as Rohai and Kururunfa. Due to the emphasis on finishing punch patterns and throwing movements, it is similar to some Chinese Taiji or Dragon forms. Uechi-Ryu also has a loosely structured Sanseru-like kata (with different steps), which underscores the common origin. Symbolically, Sanseru (36) is related to Sepai (18) – it is said that 18 is half of 36, from which it would follow that Sepai is the alternative set of attacks/coverage relative to Sanseru.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,modernPractice.title,same-as-english,Use in modern practice,Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,modernPractice.content,same-as-english,"Sanseru is taught as a required kata high in the Goju cycle. In training, it is used to practice various close-range techniques (claw grips, throws, wrist locks). In kata competitions, it is quite rare due to its complexity and length. However, in Goju dojos, Sanseru is a core form and is often demonstrated as an example of powerful, effective fighting.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,nameAndMeaning.title,same-as-english,Name and meaning,Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,nameAndMeaning.content,same-as-english,"Sanseru (三十六步) literally means ""36 steps"" (sansei-ru). In the kata name ""三"" is three, ""六"" is six, and ""步"" is ""step/hand"". Most translations give ""36 hands"" or ""36 techniques"". The meaning is somewhat symbolic: 36 is a derivative of the Buddhist number 108 (108/3). It is said that numerical kata refer to initiation or acupuncture points. Sanseru can then refer to systematically going through 36 vital points or understanding all variations in one kata.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,history,same-as-english,"Sanseru is unique within the Goju curriculum: it is practiced by every Goju style and the sister system To'on-ryū and even Uechi-Ryū. This indicates that it is presumably a very old kata, before Higaonna's China trip. The transmission is unclear: the popular version of Seiko Higa (Goju Kai/Kyokushin) and that of Miyagi differ slightly. Possibly Miyagi learned Sanseru through Higaonna's fellow students (such as Juhatsu Kyoda in To'on-ryu) while Higaonna was absent. The fact is that it is a traditional Naha-te kata with Chinese influences, used by all Okinawan Goju masters.",Review whether this should be translated or intentionally kept as-is.
da,kata/sanseru.json,culturalSignificance,same-as-english,"Sanseru is taught as a required kata high in the Goju cycle. In training, it is used to practice various close-range techniques (claw grips, throws, wrist locks). In kata competitions, it is quite rare due to its complexity and length. However, in Goju dojos, Sanseru is a core form and is often demonstrated as an example of powerful, effective fighting.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,transmission.title,same-as-english,Transmission to Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,transmission.content,same-as-english,"Sanseru has been a fixed part of the Goju-ryu tradition from the beginning and was passed on by Miyagi Sensei to his students. Since To'on-ryu and Uechi-ryu also know it, it was presumably spread through Higaonna (and his circle). There are no major new ""additions""; the kata has been unchanged in Goju from ancient times.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,historicalDevelopment.title,same-as-english,Historical development,Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,historicalDevelopment.content,same-as-english,"Sanseru has the most variations of all Goju kata. The To'on-ryu version starts differently (no vertical kicks) and has different ending movements. The version of Seiko Higa also differs in details from the usual one. Modern Goju practice often follows the version of Morio Higaonna/IOGKF. An example of differences is the ending: Higaonna/Goju-kai end with two consecutive mae-geri, while Miyagi's line (Miyazato/Goju Kai) shows two tobi mae-geri. The kata is thus historically diverse in performance style.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,technicalFeatures.title,same-as-english,Technical and philosophical characteristics,Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,technicalFeatures.content,same-as-english,"Sanseru is a relatively linear, straightforward kata. It uses mainly hip-twisting forward punches, powerful elbow and knee attacks, and throw/legbreak techniques. Typical elements are short close-range punch combinations and powerful bounce and kick techniques that drive the opponent to the ground. Joints, balance breaking and grips also play a role – the kata contains violent lock-like finishes and breakfalls. Philosophically it emphasizes dominance and ground techniques. The kata can be seen as a ""dragon kata"" (as sometimes described) in which coordinated nose-and-a-heavier attack takes place. There is no special deep breathing, rather short, explosive power.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,controversy.title,same-as-english,Controversy/variations within Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,controversy.content,same-as-english,"As mentioned, the variation is great. There is no controversy in the sense of disagreement; the fact itself is rather remarkable. Every Goju association has its own ""acceptable"" Sanseru. For example, in Japanese Goju-ken there are two mae-geri variants. Furthermore, Sanseru has a less dramatic finale than other kata (no formidable stance), but that is not controversial.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,relationships.title,same-as-english,Relationship to other kata/systems,Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,relationships.content,same-as-english,"Sanseru is a genuine Naha-te kata and is related to kata such as Rohai and Kururunfa. Due to the emphasis on finishing punch patterns and throwing movements, it is similar to some Chinese Taiji or Dragon forms. Uechi-Ryu also has a loosely structured Sanseru-like kata (with different steps), which underscores the common origin. Symbolically, Sanseru (36) is related to Sepai (18) – it is said that 18 is half of 36, from which it would follow that Sepai is the alternative set of attacks/coverage relative to Sanseru.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,modernPractice.title,same-as-english,Use in modern practice,Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,modernPractice.content,same-as-english,"Sanseru is taught as a required kata high in the Goju cycle. In training, it is used to practice various close-range techniques (claw grips, throws, wrist locks). In kata competitions, it is quite rare due to its complexity and length. However, in Goju dojos, Sanseru is a core form and is often demonstrated as an example of powerful, effective fighting.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,nameAndMeaning.title,same-as-english,Name and meaning,Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,nameAndMeaning.content,same-as-english,"Sanseru (三十六步) literally means ""36 steps"" (sansei-ru). In the kata name ""三"" is three, ""六"" is six, and ""步"" is ""step/hand"". Most translations give ""36 hands"" or ""36 techniques"". The meaning is somewhat symbolic: 36 is a derivative of the Buddhist number 108 (108/3). It is said that numerical kata refer to initiation or acupuncture points. Sanseru can then refer to systematically going through 36 vital points or understanding all variations in one kata.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,history,same-as-english,"Sanseru is unique within the Goju curriculum: it is practiced by every Goju style and the sister system To'on-ryū and even Uechi-Ryū. This indicates that it is presumably a very old kata, before Higaonna's China trip. The transmission is unclear: the popular version of Seiko Higa (Goju Kai/Kyokushin) and that of Miyagi differ slightly. Possibly Miyagi learned Sanseru through Higaonna's fellow students (such as Juhatsu Kyoda in To'on-ryu) while Higaonna was absent. The fact is that it is a traditional Naha-te kata with Chinese influences, used by all Okinawan Goju masters.",Review whether this should be translated or intentionally kept as-is.
pt,kata/sanseru.json,culturalSignificance,same-as-english,"Sanseru is taught as a required kata high in the Goju cycle. In training, it is used to practice various close-range techniques (claw grips, throws, wrist locks). In kata competitions, it is quite rare due to its complexity and length. However, in Goju dojos, Sanseru is a core form and is often demonstrated as an example of powerful, effective fighting.",Review whether this should be translated or intentionally kept as-is.
da,kata/seiyunchin.json,name,same-as-english,Seiyunchin (Seiunchin),Review whether this should be translated or intentionally kept as-is.
de,kata/seiyunchin.json,name,same-as-english,Seiyunchin (Seiunchin),Review whether this should be translated or intentionally kept as-is.
es,kata/seiyunchin.json,name,same-as-english,Seiyunchin (Seiunchin),Review whether this should be translated or intentionally kept as-is.
fr,kata/seiyunchin.json,name,same-as-english,Seiyunchin (Seiunchin),Review whether this should be translated or intentionally kept as-is.
it,kata/seiyunchin.json,name,same-as-english,Seiyunchin (Seiunchin),Review whether this should be translated or intentionally kept as-is.
nl,kata/seiyunchin.json,name,same-as-english,Seiyunchin (Seiunchin),Review whether this should be translated or intentionally kept as-is.
pt,kata/seiyunchin.json,name,same-as-english,Seiyunchin (Seiunchin),Review whether this should be translated or intentionally kept as-is.
da,kata/sepai.json,transmission.title,same-as-english,Transmission to Goju-Ryu,Review whether this should be translated or intentionally kept as-is.
