claim_id,rank,language,file_path,section,claim_type,current_text,suggested_source,status,notes
G00145,2nd-kyu,base,src/data/graduations/2nd-kyu.json,knowledge,terminology-knowledge,Heishu gata,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00146,2nd-kyu,base,src/data/graduations/2nd-kyu.json,knowledge,terminology-knowledge,"Sho dan, ni dan, san dan, yon dan, go dan, rok udan, shichi dan, hachi dan, kyu dan, ju dan",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00147,2nd-kyu,base,src/data/graduations/2nd-kyu.json,knowledge,terminology-knowledge,Ritsu rei,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00148,2nd-kyu,base,src/data/graduations/2nd-kyu.json,knowledge,terminology-knowledge,Za rei,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00149,2nd-kyu,base,src/data/graduations/2nd-kyu.json,knowledge,terminology-knowledge,Hoshin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00150,2nd-kyu,base,src/data/graduations/2nd-kyu.json,history,history,"Sensei Kanryo Higaonna's nickname was ""ashi (legs) no Higaonna"" because of his superb kicking techniques",Compare with history sources and lineage-specific source material.,not reviewed,
G00151,2nd-kyu,base,src/data/graduations/2nd-kyu.json,history,history,Both Sensei Kanryo Higaonna and Chojun Miyagi taught karate at Naha Shogyo Koko (Naha Commercial High School),Compare with history sources and lineage-specific source material.,not reviewed,
G00152,2nd-kyu,base,src/data/graduations/2nd-kyu.json,history,history,Sensei Chojun Miyagi created Tensho kata in 1926 from the Chinese form called Rokkishu,Compare with history sources and lineage-specific source material.,not reviewed,
G00153,2nd-kyu,base,src/data/graduations/2nd-kyu.json,history,history,Sensei Kanryo Higaonna is the among the first to teach karate publicly,Compare with history sources and lineage-specific source material.,not reviewed,
G00154,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,title,grading-title,DE WEG NAAR 2E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00155,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,requirements.classes,grading-requirement,classes: 45,Compare with official grading regulations and syllabus.,not reviewed,
G00156,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,requirements.months,grading-requirement,months: 4,Compare with official grading regulations and syllabus.,not reviewed,
G00157,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kihon,grading-technique,Kagi zuki (Haak stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00158,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kihon,grading-technique,Kansetsu geri (Gewricht trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00159,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kihon,grading-technique,Jodan ko uke (Bovenste niveau pols blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00160,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Ido,grading-technique,"Jodan oi zuki, jodan furi zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00161,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Ido,grading-technique,"Jodan oi zuki, chudan gyaku zuki, jodan kaki zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00162,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Ido,grading-technique,"Neko ashi dachi, kaishu sandan uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00163,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kumite,grading-technique,Basis blokken met partner – jodan ko uke,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00164,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kumite,grading-technique,Sandan gi – open hand blokken,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00165,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – hiji tori (Shisochin),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00166,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – jodan ude garami,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00167,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kumite,grading-technique,Ippon kumite,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00168,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kumite,grading-technique,"Chudan hiki uke, kansetsu geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00169,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kumite,grading-technique,"Chudan yoko uke, jodan kagi zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00170,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kata,grading-technique,Shisochin (Reeks),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00171,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Kata,grading-technique,Sanchin (Goede kata),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00172,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Bunkai,grading-technique,Seiyunchin (Laatste 6 bunkai),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00173,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara – furi zuki, kagi zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00174,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Kongo ken – draai,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00175,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Kongo ken – til op,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00176,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Kongo ken – shiko dachi squat,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00177,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,knowledge,terminology-knowledge,Kaishu gata,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00178,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,knowledge,terminology-knowledge,Heishu gata,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00179,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,knowledge,terminology-knowledge,"Sho dan, ni dan, san dan, yon dan, go dan, rok udan, shichi dan, hachi dan, kyu dan, ju dan",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00180,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,knowledge,terminology-knowledge,Ritsu rei,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00181,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,knowledge,terminology-knowledge,Za rei,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00182,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,knowledge,terminology-knowledge,Hoshin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00183,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,history,history,"Sensei Kanryo Higaonna's bijnaam was ""ashi (benen) no Higaonna"" vanwege zijn superbe traptechnieken",Compare with history sources and lineage-specific source material.,not reviewed,
G00184,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,history,history,Zowel Sensei Kanryo Higaonna als Chojun Miyagi onderwezen karate op Naha Shogyo Koko (Naha Commercial High School),Compare with history sources and lineage-specific source material.,not reviewed,
G00185,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,history,history,Sensei Chojun Miyagi creëerde Tensho kata in 1926 van de Chinese vorm genaamd Rokkishu,Compare with history sources and lineage-specific source material.,not reviewed,
G00186,2nd-kyu,nl,src/data/graduations/2nd-kyu.nl.json,history,history,Sensei Kanryo Higaonna is een van de eersten die karate publiekelijk onderwees,Compare with history sources and lineage-specific source material.,not reviewed,
G00187,3rd-kyu,base,src/data/graduations/3rd-kyu.json,title,grading-title,THE WAY TO 3RD KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00188,3rd-kyu,base,src/data/graduations/3rd-kyu.json,requirements.classes,grading-requirement,classes: 45,Compare with official grading regulations and syllabus.,not reviewed,
G00189,3rd-kyu,base,src/data/graduations/3rd-kyu.json,requirements.months,grading-requirement,months: 4,Compare with official grading regulations and syllabus.,not reviewed,
G00190,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,"Nukite zuki (Knife hand punch) jodan, chudan, gedan",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00191,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Furi zuki (Swing punch),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00192,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Kaiten ushiro geri (Spinning back kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00193,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Heisoku dachi (Feet together stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00194,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Bensoku dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00195,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Renoji dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00196,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Ido,grading-technique,"Mae geri, mawashi geri, kaiten ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00197,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Ido,grading-technique,"Mae geri, mawashi geri, yoko geri, kaiten ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00198,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Kata,grading-technique,Seiyunchin (Good kata),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00199,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Kata,grading-technique,Sanchin (Good form & breathing),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00200,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Bunkai,grading-technique,Seiyunchin (First 6 bunkai),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00201,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Kumite,grading-technique,Sandan gi – suri ashi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00202,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Makiwara – furi zuki, kaiten ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00203,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Chiishi – swing & thrust with naname shiko dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00204,3rd-kyu,base,src/data/graduations/3rd-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Chiishi – squeeze (Up, down & rotate, forward)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00205,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Renzoku,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00206,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Kenpo hakku,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00207,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Heijo shin (fudo shin),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00208,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Sabaki / tai sabaki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00209,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,"Shihan = Master Instructor, Teacher of Teachers",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00210,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Bubishi,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00211,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,"Muchimi = Okinawan concept for slow, flowing, heavy, sticky movement.",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00212,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Chiru no chan chan = Explosive force,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00213,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Chin kuchi kakin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00214,3rd-kyu,base,src/data/graduations/3rd-kyu.json,knowledge,terminology-knowledge,Shime jurasan,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00215,3rd-kyu,base,src/data/graduations/3rd-kyu.json,history,history,Sensei Kanryo Higaonna and Sensei Chojun Miyagi taught only Sanchin and hojo undo to their students for the first couple of years of their training,Compare with history sources and lineage-specific source material.,not reviewed,
G00216,3rd-kyu,base,src/data/graduations/3rd-kyu.json,history,history,"Sensei Ryuko Aragaki - first karate teacher of Sensei Chojun Miyagi, grandfather of Sensei Shuichi Aragaki",Compare with history sources and lineage-specific source material.,not reviewed,
G00217,3rd-kyu,base,src/data/graduations/3rd-kyu.json,history,history,"Naha-Te, the martial art form that Sensei Kanryo Higaonna taught",Compare with history sources and lineage-specific source material.,not reviewed,
G00218,3rd-kyu,base,src/data/graduations/3rd-kyu.json,history,history,Sensei Chojun Miyagi went to China for the first time in 1915,Compare with history sources and lineage-specific source material.,not reviewed,
G00219,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,title,grading-title,DE WEG NAAR 3E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00220,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,requirements.classes,grading-requirement,classes: 45,Compare with official grading regulations and syllabus.,not reviewed,
G00221,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,requirements.months,grading-requirement,months: 4,Compare with official grading regulations and syllabus.,not reviewed,
G00222,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,"Nukite zuki (Messenhand stoot) jodan, chudan, gedan",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00223,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Furi zuki (Zwaai stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00224,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Kaiten ushiro geri (Draaiende achterwaartse trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00225,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Heisoku dachi (Voeten samen houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00226,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Bensoku dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00227,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Renoji dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00228,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Ido,grading-technique,"Mae geri, mawashi geri, kaiten ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00229,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Ido,grading-technique,"Mae geri, mawashi geri, yoko geri, kaiten ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00230,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Kata,grading-technique,Seiyunchin (Goede kata),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00231,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Kata,grading-technique,Sanchin (Goede vorm & ademhaling),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00232,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Bunkai,grading-technique,Seiyunchin (Eerste 6 bunkai),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00233,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Kumite,grading-technique,Sandan gi – suri ashi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00234,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara – furi zuki, kaiten ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00235,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Chiishi – zwaai & stoot met naname shiko dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00236,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Chiishi – knijp (Omhoog, omlaag & draai, voorwaarts)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00237,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Renzoku,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00238,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Kenpo hakku,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00239,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Heijo shin (fudo shin),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00240,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Sabaki / tai sabaki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00241,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,"Shihan = Meester Instructeur, Leraar van Leraren",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00242,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Bubishi,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00243,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,"Muchimi = Okinawaans concept voor trage, vloeiende, zware, klevende beweging.",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00244,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Chiru no chan chan = Explosiekracht / startkracht.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00245,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Chin kuchi kakin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00246,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,knowledge,terminology-knowledge,Shime jurasan,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00247,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,history,history,Sensei Kanryo Higaonna en Sensei Chojun Miyagi onderwezen alleen Sanchin en hojo undo aan hun studenten voor de eerste paar jaar van hun training,Compare with history sources and lineage-specific source material.,not reviewed,
G00248,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,history,history,"Sensei Ryuko Aragaki - eerste karate leraar van Sensei Chojun Miyagi, grootvader van Sensei Shuichi Aragaki",Compare with history sources and lineage-specific source material.,not reviewed,
G00249,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,history,history,"Naha-Te, de martial art vorm die Sensei Kanryo Higaonna onderwees",Compare with history sources and lineage-specific source material.,not reviewed,
G00250,3rd-kyu,nl,src/data/graduations/3rd-kyu.nl.json,history,history,Sensei Chojun Miyagi ging voor het eerst naar China in 1915,Compare with history sources and lineage-specific source material.,not reviewed,
G00251,4th-kyu,base,src/data/graduations/4th-kyu.json,title,grading-title,THE WAY TO 4TH KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00252,4th-kyu,base,src/data/graduations/4th-kyu.json,requirements.classes,grading-requirement,classes: 40,Compare with official grading regulations and syllabus.,not reviewed,
G00253,4th-kyu,base,src/data/graduations/4th-kyu.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00254,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Shotei zuki (Palm heel thrust),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00255,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,"Shuto uchi (Front- jodan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00256,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Tobi mae geri (Jumping front kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00257,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Bensoku dachi (Cross leg stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00258,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Renoji dachi (Checkmark stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00259,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Jodan mawashi hiji ate, jodan uraken uchi, chudan ura zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00260,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Jodan shotei uchi, shuto uchi",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00261,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kata,grading-technique,Seiyunchin (Sequence),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00262,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Bunkai,grading-technique,Gekisai Dai Ichi renzoku bunkai,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00263,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,Kakie - Gekisai Dai Ichi #4 (Shuto uchi),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00264,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,"Kakie – seiken zuki (Jodan, chudan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00265,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,Kakie – jodan shoto uchi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00266,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,Kakie – chudan age hiji ate,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00267,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,Kakie – jodan mawashi hiji ate,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00268,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,Kakie – gedan kin geri,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00269,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,Shoulder conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00270,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Kumite,grading-technique,Back conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00271,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Makiwara (Focus pad) – shotei zuki, shuto uchi, tobi mae geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00272,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Chiishi - rotate & push,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00273,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Chiishi - swing around body & pick up,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00274,4th-kyu,base,src/data/graduations/4th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Nigiri game - Sanchin step,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00275,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,"Junbi undo = Preparatory exercises, warming up",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00276,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Hojo undo = Supplementary (strength) exercises,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00277,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Makiwara = Striking post.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00278,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Gyaku waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00279,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Hazushi waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00280,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Nage waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00281,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Ne waza = Ground techniques,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00282,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Zanshin = Lingering attention,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00283,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Morote,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
